Supplier_Name,Supplier_CIN,Supplier_GSTIN,Supplier_Address,Supplier_State,Buyer_Name,Buyer_CIN,Buyer_GSTIN,Buyer_Address,Buyer_State,Invoice_Number,Invoice_Date,HSN_Code,Item_Description,Quantity,Unit,Rate_per_Unit,Total_Amount_ex_GST,CGST,SGST_UTGST,IGST,Taxable_Value,Total_Invoice_Value_with_GST,Payment_Type,ITC_Claimed,Transaction_ID,Payment_Flow,Amount,Date,Fraud_Label,Suspicious_Pattern_Flags,supplier_cin,buyer_cin,amount_num,itc_num,cgst,sgst,igst,gst_total,is_suspicious_flag,source,target,Payment_Type_enc,HSN_Code_enc,taxable_value
Company_337,CIN000337,GST000337,"250, Gujarat",West Bengal,Company_584,CIN000584,GST000584,"785, Tamil Nadu",West Bengal,INV00008236,2023-04-07,8471,Laptop,3,pcs,9339,84828,7634,7634,0,84828,90108,UPI,1,TXN00008236,CIN000337->CIN000584,90108,2023-03-13,0,,CIN000337,CIN000584,90108,1,7634,7634,0,15268,False,242,684,4,1,0
Company_1759,CIN001759,GST001759,"702, Karnataka",Delhi,Company_1341,CIN001341,GST001341,"5, West Bengal",Delhi,INV00008237,2023-09-16,1101,Raw Material,7,kg,9572,57917,5212,5212,0,57917,62626,NEFT,1,TXN00008237,CIN001759->CIN001341,62626,2023-06-13,0,,CIN001759,CIN001341,62626,1,5212,5212,0,10424,False,1686,54,2,0,0
Company_65,CIN000065,GST000065,"679, Uttar Pradesh",Tamil Nadu,Company_731,CIN000731,GST000731,"376, Tamil Nadu",Gujarat,INV00008238,2023-09-29,8517,Mobile,11,kg,7351,22378,2014,2014,0,22378,25532,RTGS,1,TXN00008238,CIN000065->CIN000731,25532,2023-08-17,0,,CIN000065,CIN000731,25532,1,2014,2014,0,4028,False,1351,1930,3,2,0
Company_1738,CIN001738,GST001738,"408, West Bengal",Maharashtra,Company_1548,CIN001548,GST001548,"83, Karnataka",Tamil Nadu,INV00008239,2023-09-08,8471,Laptop,5,ltr,6891,69957,6296,6296,0,69957,75669,RTGS,1,TXN00008239,CIN001738->CIN001548,75669,2023-05-19,0,,CIN001738,CIN001548,75669,1,6296,6296,0,12592,False,900,818,3,1,0
Company_843,CIN000843,GST000843,"374, Maharashtra",Uttar Pradesh,Company_352,CIN000352,GST000352,"175, Tamil Nadu",Gujarat,INV00008240,2023-11-23,8517,Mobile,11,box,3341,78653,7078,7078,0,78653,81004,Cheque,1,TXN00008240,CIN000843->CIN000352,81004,2023-04-06,0,,CIN000843,CIN000352,81004,1,7078,7078,0,14156,False,1882,69,1,2,0
Company_289,CIN000289,GST000289,"638, Delhi",West Bengal,Company_1911,CIN001911,GST001911,"438, Tamil Nadu",Maharashtra,INV00008241,2023-06-10,8471,Laptop,108,box,4176,1102640,99237,99237,220621,1102640,1225673,NEFT,1,TXN00008241,CIN000289->CIN001911,1225673,2023-08-04,1,Round Tripping,CIN000289,CIN001911,1225673,1,99237,99237,220621,419095,True,102,1003,2,1,0
Company_135,CIN000135,GST000135,"178, West Bengal",Tamil Nadu,Company_1965,CIN001965,GST001965,"613, Karnataka",Karnataka,INV00008242,2023-02-17,8471,Laptop,6,box,4677,83353,7501,7501,16155,83353,89755,RTGS,1,TXN00008242,CIN000135->CIN001965,89755,2023-07-17,0,,CIN000135,CIN001965,89755,1,7501,7501,16155,31157,False,480,1605,3,1,0
Company_1418,CIN001418,GST001418,"335, Uttar Pradesh",Gujarat,Company_388,CIN000388,GST000388,"560, Delhi",Uttar Pradesh,INV00008243,2023-08-06,9403,Furniture,144,pcs,4304,1409470,126852,126852,0,1409470,1469991,Cash,1,TXN00008243,CIN001418->CIN000388,1469991,2023-02-01,1,High Amount,CIN001418,CIN000388,1469991,1,126852,126852,0,253704,True,469,358,0,4,0
Company_1742,CIN001742,GST001742,"664, Tamil Nadu",West Bengal,Company_61,CIN000061,GST000061,"363, Gujarat",Maharashtra,INV00008244,2023-01-27,9403,Furniture,5,kg,1679,58705,5283,5283,0,58705,61657,UPI,1,TXN00008244,CIN001742->CIN000061,61657,2023-07-22,0,,CIN001742,CIN000061,61657,1,5283,5283,0,10566,False,1651,969,4,4,0
Company_922,CIN000922,GST000922,"311, West Bengal",Gujarat,Company_112,CIN000112,GST000112,"62, Uttar Pradesh",Maharashtra,INV00008245,2023-11-23,8471,Laptop,13,box,6041,78890,7100,7100,0,78890,85055,Cash,0,TXN00008245,CIN000922->CIN000112,85055,2023-01-20,0,,CIN000922,CIN000112,85055,0,7100,7100,0,14200,False,1542,656,0,1,0
Company_1435,CIN001435,GST001435,"11, West Bengal",Delhi,Company_805,CIN000805,GST000805,"974, West Bengal",Tamil Nadu,INV00008246,2023-11-09,8471,Laptop,5,kg,7954,1076133,96851,96851,0,1076133,1197287,Cash,1,TXN00008246,CIN001435->CIN000805,1197287,2023-10-21,1,High Amount,CIN001435,CIN000805,1197287,1,96851,96851,0,193702,True,1221,387,0,1,0
Company_1940,CIN001940,GST001940,"568, West Bengal",Maharashtra,Company_1000,CIN001000,GST001000,"694, Gujarat",Delhi,INV00008247,2023-03-28,8523,Software License,13,box,2411,60572,5451,5451,11215,60572,62310,RTGS,1,TXN00008247,CIN001940->CIN001000,62310,2023-11-06,0,,CIN001940,CIN001000,62310,1,5451,5451,11215,22117,False,509,287,3,3,0
Company_759,CIN000759,GST000759,"70, Tamil Nadu",Gujarat,Company_197,CIN000197,GST000197,"278, Delhi",Uttar Pradesh,INV00008248,2023-08-30,8471,Laptop,11,ltr,9522,63787,5740,5740,11836,63787,65757,UPI,0,TXN00008248,CIN000759->CIN000197,65757,2023-09-21,0,,CIN000759,CIN000197,65757,0,5740,5740,11836,23316,False,1591,362,4,1,0
Company_1798,CIN001798,GST001798,"103, Karnataka",West Bengal,Company_1232,CIN001232,GST001232,"151, Tamil Nadu",Karnataka,INV00008249,2023-04-18,1101,Raw Material,196,box,5551,1588187,142936,142936,0,1588187,1721115,NEFT,1,TXN00008249,CIN001798->CIN001232,1721115,2023-07-29,1,Round Tripping,CIN001798,CIN001232,1721115,1,142936,142936,0,285872,True,1628,1117,2,0,0
Company_1743,CIN001743,GST001743,"963, Gujarat",Uttar Pradesh,Company_995,CIN000995,GST000995,"946, Maharashtra",Uttar Pradesh,INV00008250,2023-06-12,1101,Raw Material,8,box,427,80284,7225,7225,0,80284,86630,Cash,1,TXN00008250,CIN001743->CIN000995,86630,2023-08-18,0,,CIN001743,CIN000995,86630,1,7225,7225,0,14450,False,534,1523,0,0,0
Company_1002,CIN001002,GST001002,"83, Maharashtra",Gujarat,Company_1011,CIN001011,GST001011,"336, Uttar Pradesh",Gujarat,INV00008251,2023-06-26,8517,Mobile,9,ltr,2629,81609,7344,7344,0,81609,84339,RTGS,1,TXN00008251,CIN001002->CIN001011,84339,2023-07-12,0,,CIN001002,CIN001011,84339,1,7344,7344,0,14688,False,952,1298,3,2,0
Company_1164,CIN001164,GST001164,"588, Tamil Nadu",Delhi,Company_858,CIN000858,GST000858,"767, West Bengal",Gujarat,INV00008252,2023-10-30,1101,Raw Material,8,pcs,1845,73890,6650,6650,14499,73890,80552,UPI,1,TXN00008252,CIN001164->CIN000858,80552,2023-06-02,0,,CIN001164,CIN000858,80552,1,6650,6650,14499,27799,False,1615,4,4,0,0
Company_390,CIN000390,GST000390,"943, Delhi",Karnataka,Company_150,CIN000150,GST000150,"784, Maharashtra",Tamil Nadu,INV00008253,2023-07-29,1101,Raw Material,4,kg,5904,13215,1189,1189,0,13215,14455,NEFT,0,TXN00008253,CIN000390->CIN000150,14455,2023-06-01,0,,CIN000390,CIN000150,14455,0,1189,1189,0,2378,False,1345,1743,2,0,0
Company_396,CIN000396,GST000396,"339, Delhi",West Bengal,Company_39,CIN000039,GST000039,"649, Delhi",Karnataka,INV00008254,2023-09-21,9403,Furniture,3,pcs,4196,48971,4407,4407,0,48971,50042,Cash,0,TXN00008254,CIN000396->CIN000039,50042,2023-07-08,0,,CIN000396,CIN000039,50042,0,4407,4407,0,8814,False,1956,1369,0,4,0
Company_624,CIN000624,GST000624,"248, West Bengal",West Bengal,Company_551,CIN000551,GST000551,"485, Maharashtra",Delhi,INV00008255,2023-03-19,1101,Raw Material,12,pcs,8709,84395,7595,7595,0,84395,91576,RTGS,1,TXN00008255,CIN000624->CIN000551,91576,2023-10-10,0,,CIN000624,CIN000551,91576,1,7595,7595,0,15190,False,770,1939,3,0,0
Company_968,CIN000968,GST000968,"805, Karnataka",Tamil Nadu,Company_96,CIN000096,GST000096,"973, Maharashtra",Karnataka,INV00008256,2023-10-21,8517,Mobile,4,box,8609,15760,1418,1418,3252,15760,18070,NEFT,1,TXN00008256,CIN000968->CIN000096,18070,2023-06-29,0,,CIN000968,CIN000096,18070,1,1418,1418,3252,6088,False,375,521,2,2,0
Company_82,CIN000082,GST000082,"903, Maharashtra",Uttar Pradesh,Company_283,CIN000283,GST000283,"287, Maharashtra",Delhi,INV00008257,2023-08-25,9403,Furniture,157,ltr,6274,1359498,122354,122354,0,1359498,1552183,UPI,1,TXN00008257,CIN000082->CIN000283,1552183,2023-04-16,1,High Amount,CIN000082,CIN000283,1552183,1,122354,122354,0,244708,True,963,121,4,4,0
Company_1341,CIN001341,GST001341,"5, West Bengal",Delhi,Company_1223,CIN001223,GST001223,"760, West Bengal",Uttar Pradesh,INV00008258,2023-07-05,9403,Furniture,11,pcs,4471,27564,2480,2480,0,27564,30901,NEFT,1,TXN00008258,CIN001341->CIN001223,30901,2023-08-07,0,,CIN001341,CIN001223,30901,1,2480,2480,0,4960,False,54,1989,2,4,0
Company_55,CIN000055,GST000055,"305, Karnataka",Karnataka,Company_117,CIN000117,GST000117,"49, Delhi",Maharashtra,INV00008259,2023-09-27,9403,Furniture,11,ltr,2172,27665,2489,2489,5662,27665,31458,Cash,1,TXN00008259,CIN000055->CIN000117,31458,2023-08-07,0,,CIN000055,CIN000117,31458,1,2489,2489,5662,10640,False,716,1332,0,4,0
Company_604,CIN000604,GST000604,"656, Tamil Nadu",Tamil Nadu,Company_509,CIN000509,GST000509,"489, Karnataka",Uttar Pradesh,INV00008260,2023-10-07,9403,Furniture,14,ltr,1316,59922,5392,5392,0,59922,67428,NEFT,1,TXN00008260,CIN000604->CIN000509,67428,2023-05-20,0,,CIN000604,CIN000509,67428,1,5392,5392,0,10784,False,1660,1108,2,4,0
Company_1580,CIN001580,GST001580,"66, Maharashtra",Uttar Pradesh,Company_531,CIN000531,GST000531,"274, Tamil Nadu",West Bengal,INV00008261,2023-10-22,8517,Mobile,129,box,9393,1349237,121431,121431,0,1349237,1507043,Cheque,1,TXN00008261,CIN001580->CIN000531,1507043,2023-07-12,1,Round Tripping,CIN001580,CIN000531,1507043,1,121431,121431,0,242862,True,1756,712,1,2,0
Company_149,CIN000149,GST000149,"347, Karnataka",Maharashtra,Company_543,CIN000543,GST000543,"843, West Bengal",Uttar Pradesh,INV00008262,2023-09-22,1101,Raw Material,11,pcs,2322,67381,6064,6064,12776,67381,70980,Cash,1,TXN00008262,CIN000149->CIN000543,70980,2023-05-02,0,,CIN000149,CIN000543,70980,1,6064,6064,12776,24904,False,950,1203,0,0,0
Company_801,CIN000801,GST000801,"573, Karnataka",West Bengal,Company_1778,CIN001778,GST001778,"594, Maharashtra",Maharashtra,INV00008263,2023-10-17,8471,Laptop,12,ltr,5029,84807,7632,7632,0,84807,88532,Cheque,1,TXN00008263,CIN000801->CIN001778,88532,2023-11-13,0,,CIN000801,CIN001778,88532,1,7632,7632,0,15264,False,338,1702,1,1,0
Company_630,CIN000630,GST000630,"138, West Bengal",West Bengal,Company_1105,CIN001105,GST001105,"867, Gujarat",Gujarat,INV00008264,2023-02-22,1101,Raw Material,13,ltr,6658,40583,3652,3652,0,40583,43077,RTGS,1,TXN00008264,CIN000630->CIN001105,43077,2023-09-14,0,,CIN000630,CIN001105,43077,1,3652,3652,0,7304,False,163,764,3,0,0
Company_61,CIN000061,GST000061,"363, Gujarat",Maharashtra,Company_800,CIN000800,GST000800,"538, Delhi",Tamil Nadu,INV00008265,2023-10-16,9403,Furniture,13,kg,4884,26648,2398,2398,0,26648,29760,Cash,1,TXN00008265,CIN000061->CIN000800,29760,2023-03-16,0,,CIN000061,CIN000800,29760,1,2398,2398,0,4796,False,969,483,0,4,0
Company_1081,CIN001081,GST001081,"359, West Bengal",Karnataka,Company_232,CIN000232,GST000232,"48, Tamil Nadu",Maharashtra,INV00008266,2023-02-21,8517,Mobile,6,ltr,5967,22214,1999,1999,4600,22214,25560,Cheque,1,TXN00008266,CIN001081->CIN000232,25560,2023-07-30,0,,CIN001081,CIN000232,25560,1,1999,1999,4600,8598,False,1420,868,1,2,0
Company_76,CIN000076,GST000076,"896, Gujarat",Maharashtra,Company_1715,CIN001715,GST001715,"455, Tamil Nadu",Gujarat,INV00008267,2023-09-22,8471,Laptop,14,kg,2093,50846,4576,4576,0,50846,57778,Cash,0,TXN00008267,CIN000076->CIN001715,57778,2023-02-08,0,,CIN000076,CIN001715,57778,0,4576,4576,0,9152,False,1966,1609,0,1,0
Company_867,CIN000867,GST000867,"122, West Bengal",West Bengal,Company_90,CIN000090,GST000090,"805, Karnataka",Gujarat,INV00008268,2023-10-21,8517,Mobile,9,ltr,7968,37934,3414,3414,7645,37934,42473,Cheque,0,TXN00008268,CIN000867->CIN000090,42473,2023-05-20,0,,CIN000867,CIN000090,42473,0,3414,3414,7645,14473,False,1306,751,1,2,0
Company_1673,CIN001673,GST001673,"184, West Bengal",Tamil Nadu,Company_177,CIN000177,GST000177,"475, Maharashtra",Tamil Nadu,INV00008269,2023-10-16,8517,Mobile,12,box,6911,28947,2605,2605,0,28947,33017,Cash,1,TXN00008269,CIN001673->CIN000177,33017,2023-02-21,0,,CIN001673,CIN000177,33017,1,2605,2605,0,5210,False,269,778,0,2,0
Company_452,CIN000452,GST000452,"897, West Bengal",West Bengal,Company_1139,CIN001139,GST001139,"272, West Bengal",Uttar Pradesh,INV00008270,2023-01-28,9403,Furniture,1,box,5387,46027,4142,4142,0,46027,50881,Cash,1,TXN00008270,CIN000452->CIN001139,50881,2023-04-29,0,,CIN000452,CIN001139,50881,1,4142,4142,0,8284,False,1478,49,0,4,0
Company_611,CIN000611,GST000611,"759, West Bengal",Maharashtra,Company_1728,CIN001728,GST001728,"717, Delhi",Delhi,INV00008271,2023-01-13,9403,Furniture,117,ltr,3572,1020676,91860,91860,0,1020676,1079807,Cash,1,TXN00008271,CIN000611->CIN001728,1079807,2023-05-05,1,Round Tripping,CIN000611,CIN001728,1079807,1,91860,91860,0,183720,True,1790,274,0,4,0
Company_129,CIN000129,GST000129,"809, Gujarat",Delhi,Company_1726,CIN001726,GST001726,"120, Tamil Nadu",Gujarat,INV00008272,2023-03-06,1101,Raw Material,97,box,1128,1514748,136327,136327,0,1514748,1721604,NEFT,1,TXN00008272,CIN000129->CIN001726,1721604,2023-06-01,1,High Amount,CIN000129,CIN001726,1721604,1,136327,136327,0,272654,True,767,1521,2,0,0
Company_1629,CIN001629,GST001629,"895, Karnataka",Karnataka,Company_1185,CIN001185,GST001185,"489, Uttar Pradesh",Delhi,INV00008273,2023-07-18,8517,Mobile,4,kg,4542,74221,6679,6679,0,74221,76740,Cash,1,TXN00008273,CIN001629->CIN001185,76740,2023-02-24,0,,CIN001629,CIN001185,76740,1,6679,6679,0,13358,False,869,368,0,2,0
Company_1261,CIN001261,GST001261,"719, Karnataka",Gujarat,Company_1152,CIN001152,GST001152,"952, Tamil Nadu",Tamil Nadu,INV00008274,2023-01-10,8471,Laptop,14,box,7185,37256,3353,3353,0,37256,40286,RTGS,0,TXN00008274,CIN001261->CIN001152,40286,2023-04-30,0,,CIN001261,CIN001152,40286,0,3353,3353,0,6706,False,1055,1016,3,1,0
Company_1879,CIN001879,GST001879,"819, Uttar Pradesh",Tamil Nadu,Company_681,CIN000681,GST000681,"496, Karnataka",Delhi,INV00008275,2023-08-18,8523,Software License,1,kg,8664,24031,2162,2162,0,24031,26587,Cheque,1,TXN00008275,CIN001879->CIN000681,26587,2023-11-10,0,,CIN001879,CIN000681,26587,1,2162,2162,0,4324,False,383,1270,1,3,0
Company_1206,CIN001206,GST001206,"872, West Bengal",West Bengal,Company_430,CIN000430,GST000430,"705, Maharashtra",Uttar Pradesh,INV00008276,2023-09-13,8517,Mobile,98,ltr,1353,1744816,157033,157033,0,1744816,1972465,Cheque,1,TXN00008276,CIN001206->CIN000430,1972465,2023-10-07,1,High Amount,CIN001206,CIN000430,1972465,1,157033,157033,0,314066,True,1256,432,1,2,0
Company_869,CIN000869,GST000869,"250, Tamil Nadu",Maharashtra,Company_262,CIN000262,GST000262,"988, Karnataka",Tamil Nadu,INV00008277,2023-05-08,9403,Furniture,23,kg,5939,1604932,144443,144443,0,1604932,1807646,RTGS,1,TXN00008277,CIN000869->CIN000262,1807646,2023-01-11,1,Round Tripping,CIN000869,CIN000262,1807646,1,144443,144443,0,288886,True,705,578,3,4,0
Company_1137,CIN001137,GST001137,"820, Maharashtra",Gujarat,Company_1304,CIN001304,GST001304,"583, Maharashtra",Gujarat,INV00008278,2023-09-10,9403,Furniture,158,box,6099,1010791,90971,90971,0,1010791,1145351,RTGS,1,TXN00008278,CIN001137->CIN001304,1145351,2023-11-25,1,Fake Invoice,CIN001137,CIN001304,1145351,1,90971,90971,0,181942,True,1235,802,3,4,0
Company_952,CIN000952,GST000952,"955, Uttar Pradesh",Karnataka,Company_1230,CIN001230,GST001230,"720, West Bengal",West Bengal,INV00008279,2023-05-19,9403,Furniture,11,ltr,6258,10306,927,927,1973,10306,10962,NEFT,1,TXN00008279,CIN000952->CIN001230,10962,2023-04-25,0,,CIN000952,CIN001230,10962,1,927,927,1973,3827,False,1558,1457,2,4,0
Company_1983,CIN001983,GST001983,"207, West Bengal",Tamil Nadu,Company_323,CIN000323,GST000323,"39, Uttar Pradesh",Uttar Pradesh,INV00008280,2023-03-07,1101,Raw Material,10,box,985,69319,6238,6238,0,69319,81000,RTGS,1,TXN00008280,CIN001983->CIN000323,81000,2023-05-24,0,,CIN001983,CIN000323,81000,1,6238,6238,0,12476,False,1587,1519,3,0,0
Company_1349,CIN001349,GST001349,"376, Gujarat",Uttar Pradesh,Company_436,CIN000436,GST000436,"161, West Bengal",Gujarat,INV00008281,2023-02-23,8523,Software License,3,box,9660,59668,5370,5370,0,59668,65304,NEFT,0,TXN00008281,CIN001349->CIN000436,65304,2023-09-19,0,,CIN001349,CIN000436,65304,0,5370,5370,0,10740,False,202,1161,2,3,0
Company_1791,CIN001791,GST001791,"457, Gujarat",Gujarat,Company_562,CIN000562,GST000562,"407, Maharashtra",Delhi,INV00008282,2023-07-24,9403,Furniture,14,ltr,347,48515,4366,4366,0,48515,53865,Cheque,1,TXN00008282,CIN001791->CIN000562,53865,2023-03-10,0,,CIN001791,CIN000562,53865,1,4366,4366,0,8732,False,1250,1343,1,4,0
Company_54,CIN000054,GST000054,"492, Tamil Nadu",Karnataka,Company_1139,CIN001139,GST001139,"272, West Bengal",Uttar Pradesh,INV00008283,2023-06-04,1101,Raw Material,4,pcs,8732,80396,7235,7235,0,80396,83724,NEFT,1,TXN00008283,CIN000054->CIN001139,83724,2023-08-14,0,,CIN000054,CIN001139,83724,1,7235,7235,0,14470,False,460,49,2,0,0
Company_1602,CIN001602,GST001602,"704, Gujarat",Maharashtra,Company_1012,CIN001012,GST001012,"365, Karnataka",Maharashtra,INV00008284,2023-10-18,8517,Mobile,7,box,3806,63179,5686,5686,12753,63179,70852,Cash,0,TXN00008284,CIN001602->CIN001012,70852,2023-09-28,0,,CIN001602,CIN001012,70852,0,5686,5686,12753,24125,False,172,1566,0,2,0
Company_394,CIN000394,GST000394,"499, Uttar Pradesh",Maharashtra,Company_310,CIN000310,GST000310,"411, West Bengal",Delhi,INV00008285,2023-02-24,8523,Software License,10,ltr,9639,54608,4914,4914,10967,54608,60929,NEFT,1,TXN00008285,CIN000394->CIN000310,60929,2023-11-01,0,,CIN000394,CIN000310,60929,1,4914,4914,10967,20795,False,235,1464,2,3,0
Company_1014,CIN001014,GST001014,"510, Uttar Pradesh",Gujarat,Company_1023,CIN001023,GST001023,"226, Karnataka",Uttar Pradesh,INV00008286,2023-01-19,8471,Laptop,8,ltr,1615,63411,5706,5706,0,63411,73538,UPI,1,TXN00008286,CIN001014->CIN001023,73538,2023-03-15,0,,CIN001014,CIN001023,73538,1,5706,5706,0,11412,False,1907,478,4,1,0
Company_1846,CIN001846,GST001846,"445, West Bengal",Gujarat,Company_925,CIN000925,GST000925,"370, Uttar Pradesh",Maharashtra,INV00008287,2023-10-05,8523,Software License,6,kg,3756,28012,2521,2521,5586,28012,31036,Cheque,0,TXN00008287,CIN001846->CIN000925,31036,2023-11-08,0,,CIN001846,CIN000925,31036,0,2521,2521,5586,10628,False,632,1189,1,3,0
Company_921,CIN000921,GST000921,"979, Maharashtra",Gujarat,Company_152,CIN000152,GST000152,"288, Delhi",West Bengal,INV00008288,2023-08-10,9403,Furniture,4,kg,5676,87650,7888,7888,0,87650,97327,Cash,1,TXN00008288,CIN000921->CIN000152,97327,2023-02-05,0,,CIN000921,CIN000152,97327,1,7888,7888,0,15776,False,447,75,0,4,0
Company_1588,CIN001588,GST001588,"515, Karnataka",Karnataka,Company_322,CIN000322,GST000322,"837, Delhi",Uttar Pradesh,INV00008289,2023-08-21,8523,Software License,12,ltr,4335,84056,7565,7565,0,84056,92926,Cheque,1,TXN00008289,CIN001588->CIN000322,92926,2023-03-28,0,,CIN001588,CIN000322,92926,1,7565,7565,0,15130,False,728,1721,1,3,0
Company_1982,CIN001982,GST001982,"798, Tamil Nadu",Karnataka,Company_372,CIN000372,GST000372,"561, Delhi",Karnataka,INV00008290,2023-11-02,8471,Laptop,126,pcs,1915,1264340,113790,113790,245571,1264340,1364288,NEFT,1,TXN00008290,CIN001982->CIN000372,1364288,2023-07-22,1,Dummy Buyer,CIN001982,CIN000372,1364288,1,113790,113790,245571,473151,True,222,1897,2,1,0
Company_1255,CIN001255,GST001255,"47, Karnataka",Tamil Nadu,Company_1547,CIN001547,GST001547,"827, West Bengal",Tamil Nadu,INV00008291,2023-05-21,8523,Software License,110,kg,8996,1790462,161141,161141,0,1790462,1861364,Cheque,1,TXN00008291,CIN001255->CIN001547,1861364,2023-08-05,1,Fake Invoice,CIN001255,CIN001547,1861364,1,161141,161141,0,322282,True,270,526,1,3,0
Company_704,CIN000704,GST000704,"550, Gujarat",Maharashtra,Company_1633,CIN001633,GST001633,"632, Gujarat",Delhi,INV00008292,2023-01-22,8517,Mobile,9,pcs,3446,50164,4514,4514,0,50164,57168,RTGS,1,TXN00008292,CIN000704->CIN001633,57168,2023-07-07,0,,CIN000704,CIN001633,57168,1,4514,4514,0,9028,False,1860,1891,3,2,0
Company_459,CIN000459,GST000459,"984, Tamil Nadu",Tamil Nadu,Company_1678,CIN001678,GST001678,"343, West Bengal",Gujarat,INV00008293,2023-08-02,8517,Mobile,8,box,2250,35991,3239,3239,0,35991,39106,Cash,1,TXN00008293,CIN000459->CIN001678,39106,2023-06-05,0,,CIN000459,CIN001678,39106,1,3239,3239,0,6478,False,339,1330,0,2,0
Company_1076,CIN001076,GST001076,"535, Karnataka",Delhi,Company_389,CIN000389,GST000389,"74, West Bengal",Tamil Nadu,INV00008294,2023-10-16,8523,Software License,9,ltr,9990,71545,6439,6439,15047,71545,83596,Cheque,1,TXN00008294,CIN001076->CIN000389,83596,2023-04-03,0,,CIN001076,CIN000389,83596,1,6439,6439,15047,27925,False,1967,1845,1,3,0
Company_340,CIN000340,GST000340,"54, West Bengal",Tamil Nadu,Company_1166,CIN001166,GST001166,"853, Karnataka",Maharashtra,INV00008295,2023-03-31,1101,Raw Material,7,box,2633,45847,4126,4126,8870,45847,49283,UPI,0,TXN00008295,CIN000340->CIN001166,49283,2023-01-24,0,,CIN000340,CIN001166,49283,0,4126,4126,8870,17122,False,552,1372,4,0,0
Company_1993,CIN001993,GST001993,"35, Uttar Pradesh",Karnataka,Company_1546,CIN001546,GST001546,"530, Gujarat",Karnataka,INV00008296,2023-11-23,9403,Furniture,75,pcs,3510,1719560,154760,154760,0,1719560,1881549,RTGS,1,TXN00008296,CIN001993->CIN001546,1881549,2023-01-07,1,Fake Invoice,CIN001993,CIN001546,1881549,1,154760,154760,0,309520,True,81,731,3,4,0
Company_124,CIN000124,GST000124,"549, Delhi",Uttar Pradesh,Company_1166,CIN001166,GST001166,"853, Karnataka",Maharashtra,INV00008297,2023-03-16,8517,Mobile,4,box,2691,8428,758,758,0,8428,9212,Cheque,1,TXN00008297,CIN000124->CIN001166,9212,2023-04-04,0,,CIN000124,CIN001166,9212,1,758,758,0,1516,False,1236,1372,1,2,0
Company_921,CIN000921,GST000921,"979, Maharashtra",Gujarat,Company_1234,CIN001234,GST001234,"556, Karnataka",West Bengal,INV00008298,2023-09-20,8523,Software License,8,pcs,3917,68000,6120,6120,0,68000,77020,NEFT,1,TXN00008298,CIN000921->CIN001234,77020,2023-03-13,0,,CIN000921,CIN001234,77020,1,6120,6120,0,12240,False,447,369,2,3,0
Company_1174,CIN001174,GST001174,"328, West Bengal",Maharashtra,Company_1303,CIN001303,GST001303,"399, Delhi",Uttar Pradesh,INV00008299,2023-04-15,8471,Laptop,99,ltr,2475,1567102,141039,141039,0,1567102,1646599,Cheque,1,TXN00008299,CIN001174->CIN001303,1646599,2023-09-23,1,Dummy Buyer,CIN001174,CIN001303,1646599,1,141039,141039,0,282078,True,785,70,1,1,0
Company_761,CIN000761,GST000761,"559, Uttar Pradesh",Uttar Pradesh,Company_874,CIN000874,GST000874,"83, West Bengal",West Bengal,INV00008300,2023-02-19,8523,Software License,5,ltr,1935,55834,5025,5025,11072,55834,61516,Cash,1,TXN00008300,CIN000761->CIN000874,61516,2023-03-11,0,,CIN000761,CIN000874,61516,1,5025,5025,11072,21122,False,874,500,0,3,0
Company_603,CIN000603,GST000603,"527, Uttar Pradesh",Uttar Pradesh,Company_207,CIN000207,GST000207,"857, Gujarat",Uttar Pradesh,INV00008301,2023-09-25,8523,Software License,10,pcs,4828,17239,1551,1551,0,17239,18209,UPI,1,TXN00008301,CIN000603->CIN000207,18209,2023-06-14,0,,CIN000603,CIN000207,18209,1,1551,1551,0,3102,False,1084,199,4,3,0
Company_792,CIN000792,GST000792,"708, Gujarat",Delhi,Company_1826,CIN001826,GST001826,"378, Delhi",Gujarat,INV00008302,2023-01-13,1101,Raw Material,165,box,624,1347770,121299,121299,0,1347770,1484481,Cash,1,TXN00008302,CIN000792->CIN001826,1484481,2023-03-13,1,Round Tripping,CIN000792,CIN001826,1484481,1,121299,121299,0,242598,True,1006,37,0,0,0
Company_1959,CIN001959,GST001959,"161, Delhi",Tamil Nadu,Company_1605,CIN001605,GST001605,"695, Maharashtra",Uttar Pradesh,INV00008303,2023-06-12,8523,Software License,10,ltr,1980,85681,7711,7711,0,85681,88946,NEFT,0,TXN00008303,CIN001959->CIN001605,88946,2023-02-05,0,,CIN001959,CIN001605,88946,0,7711,7711,0,15422,False,73,1251,2,3,0
Company_1367,CIN001367,GST001367,"917, Delhi",Tamil Nadu,Company_234,CIN000234,GST000234,"101, Uttar Pradesh",Tamil Nadu,INV00008304,2023-08-07,1101,Raw Material,91,ltr,2822,613933,55253,55253,0,613933,668635,RTGS,1,TXN00008304,CIN001367->CIN000234,668635,2023-02-03,1,Round Tripping,CIN001367,CIN000234,668635,1,55253,55253,0,110506,True,250,507,3,0,0
