company_cin,company_gid,num_invoices_sent,total_sent_amount,avg_sent_amount,total_itc_sent,num_suspicious_sent,num_fraud_invoices_sent,unique_buyers,num_invoices_received,total_received_amount,avg_received_amount,total_itc_received,num_suspicious_received,num_fraud_invoices_received,unique_suppliers,total_invoices,total_amount_all,avg_invoice_amount_all,total_itc_all,num_fraud_invoices,num_suspicious_flags,unique_partners,itc_ratio,company_name,state,address,pagerank,clustering_coeff,in_degree,out_degree,label
CIN001509,1400,4.0,2102602.0,525650.5,4.0,1.0,1.0,4.0,5.0,392501.0,78500.2,3.0,0.0,0.0,5.0,9.0,2495103.0,302075.35,7.0,1.0,1.0,9.0,2.805495404398135e-06,Company_1509,Maharashtra,"593, Maharashtra",0.00045846849592752655,0.0,5,4,1
CIN001212,1401,6.0,1710740.0,285123.3333333333,4.0,1.0,1.0,6.0,7.0,1416100.0,202300.0,5.0,1.0,1.0,7.0,13.0,3126840.0,243711.66666666666,9.0,2.0,2.0,13.0,2.8783052538665235e-06,Company_1212,Gujarat,"510, Tamil Nadu",0.000632147878092776,0.0,7,6,1
CIN000086,1402,7.0,454536.0,64933.71428571428,6.0,0.0,0.0,7.0,8.0,339388.0,42423.5,6.0,0.0,0.0,8.0,15.0,793924.0,53678.607142857145,12.0,0.0,0.0,15.0,1.511479688232123e-05,Company_86,Gujarat,"85, Uttar Pradesh",0.0005576197164030423,0.0,8,7,0
CIN000713,1403,3.0,2024721.0,674907.0,3.0,1.0,1.0,3.0,9.0,1844371.0,204930.11111111112,9.0,1.0,1.0,9.0,12.0,3869092.0,439918.55555555556,12.0,2.0,2.0,12.0,3.1015028849146e-06,Company_713,Uttar Pradesh,"922, Maharashtra",0.0007500618018268149,0.0,9,3,1
CIN000235,1404,8.0,3525347.0,440668.375,7.0,3.0,3.0,8.0,10.0,4143231.0,414323.1,7.0,3.0,3.0,10.0,18.0,7668578.0,427495.7375,14.0,6.0,6.0,18.0,1.8256318185718395e-06,Company_235,Delhi,"472, Gujarat",0.0005828511562825699,0.0,10,8,1
CIN001770,1405,6.0,1600465.0,266744.1666666667,5.0,1.0,1.0,6.0,4.0,1608875.0,402218.75,3.0,1.0,1.0,4.0,10.0,3209340.0,334481.4583333334,8.0,2.0,2.0,10.0,2.4927243607719966e-06,Company_1770,Tamil Nadu,"876, Gujarat",0.0003124098167441255,0.0,4,6,1
CIN001380,1406,4.0,1556849.0,389212.25,4.0,1.0,1.0,4.0,8.0,3036737.0,379592.125,8.0,2.0,2.0,8.0,12.0,4593586.0,384402.1875,12.0,3.0,3.0,12.0,2.6123381602086038e-06,Company_1380,Tamil Nadu,"96, Karnataka",0.0005674074008539763,0.0,8,4,1
CIN000899,1407,4.0,153158.0,38289.5,4.0,0.0,0.0,4.0,5.0,203477.0,40695.4,4.0,0.0,0.0,5.0,9.0,356635.0,39492.45,8.0,0.0,0.0,9.0,2.243189815918236e-05,Company_899,Maharashtra,"54, Delhi",0.0007385211115912136,0.027777777777777776,5,4,0
CIN001099,1408,1.0,24187.0,24187.0,1.0,0.0,0.0,1.0,9.0,3386551.0,376283.44444444444,8.0,2.0,2.0,9.0,10.0,3410738.0,200235.22222222222,9.0,2.0,2.0,10.0,2.6387251087594534e-06,Company_1099,Tamil Nadu,"557, Tamil Nadu",0.0007484778462143377,0.0,9,1,1
CIN001529,1409,6.0,2068590.0,344765.0,5.0,1.0,1.0,6.0,4.0,166614.0,41653.5,4.0,0.0,0.0,4.0,10.0,2235204.0,193209.25,9.0,1.0,1.0,10.0,4.026478120117895e-06,Company_1529,West Bengal,"43, Tamil Nadu",0.0003884481296866039,0.0,4,6,1
CIN001933,1410,4.0,2365757.0,591439.25,3.0,2.0,2.0,4.0,4.0,1715703.0,428925.75,3.0,1.0,1.0,4.0,8.0,4081460.0,510182.5,6.0,3.0,3.0,8.0,1.4700621836303675e-06,Company_1933,Tamil Nadu,"806, West Bengal",0.0003342324218568104,0.03571428571428571,4,4,1
CIN001427,1411,1.0,35793.0,35793.0,1.0,0.0,0.0,1.0,7.0,1294494.0,184927.7142857143,7.0,1.0,1.0,7.0,8.0,1330287.0,110360.35714285714,8.0,1.0,1.0,8.0,6.013739892218747e-06,Company_1427,Uttar Pradesh,"857, Delhi",0.0005800703516783437,0.0,7,1,1
CIN000907,1412,5.0,3213025.0,642605.0,4.0,2.0,2.0,5.0,7.0,3587480.0,512497.14285714284,6.0,2.0,2.0,7.0,12.0,6800505.0,577551.0714285714,10.0,4.0,4.0,12.0,1.4704790306014039e-06,Company_907,Gujarat,"252, Tamil Nadu",0.0005507297295531503,0.0,7,5,1
CIN000131,1413,9.0,1768556.0,196506.22222222222,5.0,1.0,1.0,9.0,7.0,2027909.0,289701.28571428574,5.0,1.0,1.0,7.0,16.0,3796465.0,243103.75396825396,10.0,2.0,2.0,16.0,2.6340292877716506e-06,Company_131,Delhi,"5, Gujarat",0.0008370884558734865,0.008333333333333333,7,9,1
CIN000227,1414,6.0,1991555.0,331925.8333333333,6.0,1.0,1.0,6.0,6.0,1167970.0,194661.66666666666,4.0,1.0,1.0,6.0,12.0,3159525.0,263293.75,10.0,2.0,2.0,12.0,3.1650327185257276e-06,Company_227,Uttar Pradesh,"809, Uttar Pradesh",0.0005114635194922204,0.0,6,6,1
CIN001242,1415,5.0,1688211.0,337642.2,5.0,2.0,2.0,5.0,5.0,1874409.0,374881.8,3.0,1.0,1.0,5.0,10.0,3562620.0,356262.0,8.0,3.0,3.0,10.0,2.245538395899647e-06,Company_1242,Karnataka,"778, West Bengal",0.000273598264119172,0.0,5,5,1
CIN001780,1416,8.0,1499346.0,187418.25,7.0,2.0,2.0,8.0,8.0,1911085.0,238885.625,7.0,1.0,1.0,8.0,16.0,3410431.0,213151.9375,14.0,3.0,3.0,16.0,4.105052997700291e-06,Company_1780,Karnataka,"211, Uttar Pradesh",0.0005476226096344818,0.008333333333333333,8,8,1
CIN001374,1417,5.0,3912429.0,782485.8,5.0,3.0,3.0,5.0,4.0,1056633.0,264158.25,4.0,1.0,1.0,4.0,9.0,4969062.0,523322.025,9.0,4.0,4.0,9.0,1.811207024585324e-06,Company_1374,West Bengal,"799, Maharashtra",0.0003582857970540358,0.0,4,5,1
CIN000395,1418,6.0,3160403.0,526733.8333333334,6.0,2.0,2.0,6.0,5.0,1990299.0,398059.8,3.0,1.0,1.0,5.0,11.0,5150702.0,462396.81666666665,9.0,3.0,3.0,11.0,1.7473346351623527e-06,Company_395,Uttar Pradesh,"39, Delhi",0.00036599737802189597,0.0,5,6,1
CIN001957,1419,7.0,3328704.0,475529.14285714284,7.0,2.0,2.0,7.0,5.0,1557018.0,311403.6,3.0,1.0,1.0,5.0,12.0,4885722.0,393466.3714285714,10.0,3.0,3.0,12.0,2.0467803939724772e-06,Company_1957,Gujarat,"5, West Bengal",0.0007122014718279696,0.0,5,7,1
CIN001081,1420,6.0,236803.0,39467.166666666664,5.0,0.0,0.0,6.0,11.0,6281922.0,571083.8181818182,9.0,4.0,4.0,11.0,17.0,6518725.0,305275.49242424243,14.0,4.0,4.0,17.0,2.147659243180223e-06,Company_1081,Karnataka,"359, West Bengal",0.0007649841527202419,0.007352941176470588,11,6,1
CIN000403,1421,6.0,2028664.0,338110.6666666667,6.0,1.0,1.0,6.0,9.0,1618292.0,179810.22222222222,9.0,1.0,1.0,9.0,15.0,3646956.0,258960.44444444444,15.0,2.0,2.0,15.0,4.1130191864119005e-06,Company_403,Uttar Pradesh,"642, Maharashtra",0.0005504497194672378,0.0,9,6,1
CIN001357,1422,6.0,3268564.0,544760.6666666666,5.0,2.0,2.0,6.0,13.0,1560474.0,120036.46153846153,10.0,1.0,1.0,13.0,19.0,4829038.0,332398.56410256407,15.0,3.0,3.0,19.0,3.1062087314284958e-06,Company_1357,Gujarat,"935, Delhi",0.0008190620725726103,0.0,13,6,1
CIN001034,1423,7.0,4234245.0,604892.1428571428,6.0,3.0,3.0,7.0,5.0,260399.0,52079.8,3.0,0.0,0.0,5.0,12.0,4494644.0,328485.97142857144,9.0,3.0,3.0,12.0,2.002383281078546e-06,Company_1034,Maharashtra,"579, Tamil Nadu",0.0006007649733412687,0.015151515151515152,5,7,1
CIN000189,1424,3.0,682996.0,227665.33333333334,3.0,1.0,1.0,3.0,7.0,832092.0,118870.28571428571,7.0,1.0,1.0,7.0,10.0,1515088.0,173267.80952380953,10.0,2.0,2.0,10.0,6.6002766835985765e-06,Company_189,Maharashtra,"735, Uttar Pradesh",0.0006573312193273099,0.0,7,3,1
CIN000631,1425,7.0,1540588.0,220084.0,7.0,1.0,1.0,7.0,6.0,3525655.0,587609.1666666666,4.0,2.0,2.0,6.0,13.0,5066243.0,403846.5833333333,11.0,3.0,3.0,13.0,2.1712341867533793e-06,Company_631,Gujarat,"901, Uttar Pradesh",0.0006135808550873375,0.0,6,7,1
CIN001115,1426,7.0,1046276.0,149468.0,5.0,1.0,1.0,7.0,2.0,110485.0,55242.5,2.0,0.0,0.0,2.0,9.0,1156761.0,102355.25,7.0,1.0,1.0,9.0,6.0513796713409255e-06,Company_1115,Karnataka,"3, Tamil Nadu",0.0002505960332703864,0.0,2,7,1
CIN000848,1427,10.0,1528445.0,152844.5,6.0,1.0,1.0,10.0,6.0,1522359.0,253726.5,4.0,1.0,1.0,6.0,16.0,3050804.0,203285.5,10.0,2.0,2.0,16.0,3.277824468566319e-06,Company_848,Gujarat,"122, Tamil Nadu",0.0005893130263378587,0.0,6,10,1
CIN000331,1428,5.0,1077451.0,215490.2,4.0,1.0,1.0,5.0,3.0,2049150.0,683050.0,2.0,1.0,1.0,3.0,8.0,3126601.0,449270.1,6.0,2.0,2.0,8.0,1.919016849287773e-06,Company_331,Gujarat,"534, West Bengal",0.00030547072558867363,0.0,3,5,1
CIN001379,1429,8.0,960652.0,120081.5,6.0,1.0,1.0,8.0,5.0,1419021.0,283804.2,5.0,1.0,1.0,5.0,13.0,2379673.0,201942.85,11.0,2.0,2.0,13.0,4.622483845469525e-06,Company_1379,Uttar Pradesh,"537, Maharashtra",0.00034973392436855584,0.01282051282051282,5,8,1
CIN001078,1430,6.0,2231523.0,371920.5,4.0,1.0,1.0,6.0,8.0,430627.0,53828.375,6.0,0.0,0.0,8.0,14.0,2662150.0,212874.4375,10.0,1.0,1.0,14.0,3.7563623387111923e-06,Company_1078,Maharashtra,"165, Gujarat",0.0008740669413029487,0.01098901098901099,8,6,1
CIN000773,1431,4.0,723591.0,180897.75,3.0,1.0,1.0,4.0,4.0,1002386.0,250596.5,3.0,1.0,1.0,4.0,8.0,1725977.0,215747.125,6.0,2.0,2.0,8.0,3.4762919783983215e-06,Company_773,Tamil Nadu,"377, Tamil Nadu",0.00037416052393117515,0.0,4,4,1
CIN000386,1432,7.0,2366849.0,338121.28571428574,6.0,2.0,2.0,7.0,9.0,5731287.0,636809.6666666666,5.0,4.0,4.0,9.0,16.0,8098136.0,487465.4761904762,11.0,6.0,6.0,16.0,1.3583372766276092e-06,Company_386,Gujarat,"491, Uttar Pradesh",0.0011960675620780795,0.0,9,7,1
CIN000091,1433,6.0,339592.0,56598.666666666664,6.0,0.0,0.0,6.0,5.0,1371534.0,274306.8,4.0,1.0,1.0,5.0,11.0,1711126.0,165452.73333333334,10.0,1.0,1.0,11.0,5.84410499285266e-06,Company_91,Karnataka,"756, Gujarat",0.0004590290608552077,0.01818181818181818,5,6,1
CIN001406,1434,3.0,926736.0,308912.0,3.0,1.0,1.0,3.0,3.0,169001.0,56333.666666666664,2.0,0.0,0.0,3.0,6.0,1095737.0,182622.83333333334,5.0,1.0,1.0,6.0,4.5631387823903e-06,Company_1406,West Bengal,"779, Uttar Pradesh",0.000310799547893193,0.0,3,3,1
CIN001792,1435,5.0,2365893.0,473178.6,3.0,2.0,2.0,5.0,9.0,3703238.0,411470.8888888889,8.0,2.0,2.0,9.0,14.0,6069131.0,442324.7444444444,11.0,4.0,4.0,14.0,1.8124505798276558e-06,Company_1792,Uttar Pradesh,"885, Karnataka",0.0006090613785546187,0.0,9,5,1
CIN000650,1436,9.0,3641644.0,404627.1111111111,6.0,3.0,3.0,9.0,5.0,286697.0,57339.4,4.0,0.0,0.0,5.0,14.0,3928341.0,230983.25555555557,10.0,3.0,3.0,14.0,2.545603856691667e-06,Company_650,Tamil Nadu,"994, Maharashtra",0.0005015194506363601,0.01098901098901099,5,9,1
CIN000504,1437,7.0,1811938.0,258848.2857142857,6.0,1.0,1.0,7.0,3.0,208346.0,69448.66666666667,1.0,0.0,0.0,3.0,10.0,2020284.0,164148.47619047618,7.0,1.0,1.0,10.0,3.46485939600571e-06,Company_504,Tamil Nadu,"501, Gujarat",0.00030028426027419396,0.0,3,7,1
CIN001626,1438,5.0,1261171.0,252234.2,4.0,1.0,1.0,5.0,6.0,5604681.0,934113.5,6.0,4.0,4.0,6.0,11.0,6865852.0,593173.85,10.0,5.0,5.0,11.0,1.456483477942723e-06,Company_1626,Tamil Nadu,"953, West Bengal",0.0004286635068340895,0.01818181818181818,6,5,1
CIN001928,1439,4.0,1541396.0,385349.0,4.0,2.0,2.0,4.0,6.0,2622118.0,437019.6666666667,4.0,2.0,2.0,6.0,10.0,4163514.0,411184.3333333334,8.0,4.0,4.0,10.0,1.9214538488401864e-06,Company_1928,Gujarat,"443, Maharashtra",0.000567086541491465,0.0,6,4,1
CIN001003,1440,7.0,1903924.0,271989.14285714284,6.0,2.0,2.0,7.0,4.0,142081.0,35520.25,4.0,0.0,0.0,4.0,11.0,2046005.0,153754.69642857142,10.0,2.0,2.0,11.0,4.887573588529842e-06,Company_1003,Delhi,"967, Maharashtra",0.00045154810744738743,0.0,4,7,1
CIN000167,1441,2.0,1186161.0,593080.5,1.0,1.0,1.0,2.0,5.0,1973136.0,394627.2,4.0,1.0,1.0,5.0,7.0,3159297.0,493853.85,5.0,2.0,2.0,7.0,1.5826305662303987e-06,Company_167,Maharashtra,"479, Maharashtra",0.0003949086578573346,0.047619047619047616,5,2,1
CIN000420,1442,5.0,1594583.0,318916.6,3.0,1.0,1.0,5.0,3.0,132380.0,44126.666666666664,1.0,0.0,0.0,3.0,8.0,1726963.0,181521.63333333333,4.0,1.0,1.0,8.0,2.3162048057775414e-06,Company_420,Delhi,"721, Karnataka",0.00026577359818339753,0.0,3,5,1
CIN001518,1443,6.0,1143410.0,190568.33333333334,5.0,1.0,1.0,6.0,6.0,341881.0,56980.166666666664,4.0,0.0,0.0,6.0,12.0,1485291.0,123774.25,9.0,1.0,1.0,12.0,6.059418659373819e-06,Company_1518,Karnataka,"717, Tamil Nadu",0.00040615844896464866,0.015151515151515152,6,6,1
CIN000751,1444,4.0,1347894.0,336973.5,3.0,1.0,1.0,4.0,11.0,4917808.0,447073.45454545453,8.0,3.0,3.0,11.0,15.0,6265702.0,392023.4772727273,11.0,4.0,4.0,15.0,1.7555893976445096e-06,Company_751,Tamil Nadu,"865, Uttar Pradesh",0.0010401217762253609,0.01904761904761905,11,4,1
CIN000658,1445,8.0,4595175.0,574396.875,7.0,4.0,4.0,8.0,8.0,1328725.0,166090.625,5.0,1.0,1.0,8.0,16.0,5923900.0,370243.75,12.0,5.0,5.0,16.0,2.0256925336349366e-06,Company_658,Tamil Nadu,"498, Uttar Pradesh",0.00046862581636263935,0.0,8,8,1
CIN001544,1446,5.0,1140903.0,228180.6,3.0,1.0,1.0,5.0,6.0,3287038.0,547839.6666666666,6.0,2.0,2.0,6.0,11.0,4427941.0,388010.1333333333,9.0,3.0,3.0,11.0,2.03254740747449e-06,Company_1544,Karnataka,"20, West Bengal",0.0005320499307148237,0.0,6,5,1
CIN000635,1447,7.0,401250.0,57321.42857142857,7.0,0.0,0.0,7.0,9.0,2516726.0,279636.22222222225,6.0,2.0,2.0,9.0,16.0,2917976.0,168478.8253968254,13.0,2.0,2.0,16.0,4.45514287985919e-06,Company_635,West Bengal,"780, Karnataka",0.0007961046160585666,0.0,9,7,1
CIN000427,1448,5.0,783449.0,156689.8,4.0,1.0,1.0,5.0,8.0,3561732.0,445216.5,6.0,2.0,2.0,8.0,13.0,4345181.0,300953.15,10.0,3.0,3.0,13.0,2.3014001027805284e-06,Company_427,Tamil Nadu,"947, West Bengal",0.0007362297704061339,0.0,8,5,1
CIN000307,1449,6.0,2105122.0,350853.6666666667,5.0,1.0,1.0,6.0,6.0,387369.0,64561.5,4.0,0.0,0.0,6.0,12.0,2492491.0,207707.58333333334,9.0,1.0,1.0,12.0,3.6108455356508808e-06,Company_307,Tamil Nadu,"255, Maharashtra",0.0003358368181264231,0.0,6,6,1
CIN001930,1450,5.0,3060005.0,612001.0,5.0,3.0,3.0,5.0,7.0,3926300.0,560900.0,6.0,3.0,3.0,7.0,12.0,6986305.0,586450.5,11.0,6.0,6.0,12.0,1.5745089857943505e-06,Company_1930,Delhi,"232, Gujarat",0.0006081132283982507,0.015151515151515152,7,5,1
CIN001747,1451,4.0,1277937.0,319484.25,4.0,1.0,1.0,4.0,9.0,3961934.0,440214.8888888889,8.0,3.0,3.0,9.0,13.0,5239871.0,379849.56944444444,12.0,4.0,4.0,13.0,2.2901327150992838e-06,Company_1747,Uttar Pradesh,"332, Gujarat",0.0006455139417141656,0.0,9,4,1
CIN001286,1452,6.0,5038750.0,839791.6666666666,6.0,3.0,3.0,6.0,4.0,1799762.0,449940.5,4.0,1.0,1.0,4.0,10.0,6838512.0,644866.0833333333,10.0,4.0,4.0,10.0,1.4623064198761368e-06,Company_1286,Delhi,"423, Uttar Pradesh",0.00047782112065770997,0.0,4,6,1
CIN000447,1453,9.0,2055770.0,228418.88888888888,7.0,1.0,1.0,9.0,3.0,1728584.0,576194.6666666666,2.0,1.0,1.0,3.0,12.0,3784354.0,402306.77777777775,9.0,2.0,2.0,12.0,2.378213031867526e-06,Company_447,Delhi,"22, Maharashtra",0.0003108196702858736,0.0,3,9,1
CIN000445,1454,5.0,257252.0,51450.4,3.0,0.0,0.0,5.0,9.0,4772214.0,530246.0,8.0,3.0,3.0,9.0,14.0,5029466.0,290848.2,11.0,3.0,3.0,14.0,2.1871109179384052e-06,Company_445,Tamil Nadu,"821, Gujarat",0.000808969644345564,0.0,9,5,1
CIN000643,1455,6.0,1762039.0,293673.1666666667,6.0,1.0,1.0,6.0,5.0,1562813.0,312562.6,4.0,2.0,2.0,5.0,11.0,3324852.0,303117.8833333333,10.0,3.0,3.0,11.0,3.007652671457256e-06,Company_643,Delhi,"428, Karnataka",0.0005272912781653599,0.0,5,6,1
CIN000969,1456,4.0,1541165.0,385291.25,2.0,2.0,2.0,4.0,7.0,1258997.0,179856.7142857143,6.0,1.0,1.0,7.0,11.0,2800162.0,282573.98214285716,8.0,3.0,3.0,11.0,2.8569775605839947e-06,Company_969,West Bengal,"936, Karnataka",0.0005463942265267148,0.0,7,4,1
CIN001230,1457,7.0,2324287.0,332041.0,7.0,1.0,1.0,7.0,8.0,3816559.0,477069.875,5.0,3.0,3.0,8.0,15.0,6140846.0,404555.4375,12.0,4.0,4.0,15.0,1.9541281445585836e-06,Company_1230,West Bengal,"720, West Bengal",0.0006923889549450079,0.0,8,7,1
CIN001934,1458,9.0,1750900.0,194544.44444444444,7.0,1.0,1.0,9.0,3.0,1848759.0,616253.0,3.0,1.0,1.0,3.0,12.0,3599659.0,405398.72222222225,10.0,2.0,2.0,12.0,2.7780409199871434e-06,Company_1934,West Bengal,"875, Maharashtra",0.00026578760165229983,0.0,3,9,1
CIN000202,1459,9.0,1327664.0,147518.22222222222,7.0,1.0,1.0,8.0,5.0,178706.0,35741.2,4.0,0.0,0.0,5.0,14.0,1506370.0,91629.7111111111,11.0,1.0,1.0,13.0,7.302322802498722e-06,Company_202,West Bengal,"120, Tamil Nadu",0.0005704387200212116,0.0,5,8,1
CIN000363,1460,4.0,195290.0,48822.5,3.0,0.0,0.0,4.0,4.0,784283.0,196070.75,2.0,1.0,1.0,4.0,8.0,979573.0,122446.625,5.0,1.0,1.0,8.0,5.104264817425552e-06,Company_363,Karnataka,"726, West Bengal",0.00040340746186600296,0.0,4,4,1
CIN001307,1461,7.0,2949034.0,421290.5714285714,6.0,3.0,3.0,7.0,7.0,1496547.0,213792.42857142858,5.0,1.0,1.0,7.0,14.0,4445581.0,317541.5,11.0,4.0,4.0,14.0,2.474367242436928e-06,Company_1307,Karnataka,"648, West Bengal",0.0007264400905353229,0.01098901098901099,7,7,1
CIN000193,1462,7.0,3271626.0,467375.14285714284,5.0,3.0,3.0,7.0,4.0,1511191.0,377797.75,3.0,1.0,1.0,4.0,11.0,4782817.0,422586.4464285714,8.0,4.0,4.0,11.0,1.6726544210242624e-06,Company_193,Karnataka,"177, Maharashtra",0.000258556275478715,0.0,4,7,1
CIN001240,1463,3.0,205177.0,68392.33333333333,2.0,0.0,0.0,3.0,10.0,2407384.0,240738.4,8.0,1.0,1.0,10.0,13.0,2612561.0,154565.36666666667,10.0,1.0,1.0,13.0,3.827661823015807e-06,Company_1240,West Bengal,"250, Karnataka",0.0009178882441962081,0.038461538461538464,10,3,1
CIN000310,1464,6.0,986195.0,164365.83333333334,3.0,1.0,1.0,6.0,6.0,283230.0,47205.0,5.0,0.0,0.0,6.0,12.0,1269425.0,105785.41666666667,8.0,1.0,1.0,12.0,6.302065895976525e-06,Company_310,Delhi,"411, West Bengal",0.0003950195074353695,0.0,6,6,1
CIN001068,1465,5.0,286001.0,57200.2,3.0,0.0,0.0,5.0,5.0,948122.0,189624.4,4.0,1.0,1.0,5.0,10.0,1234123.0,123412.29999999999,7.0,1.0,1.0,10.0,5.672044034508716e-06,Company_1068,Uttar Pradesh,"116, Maharashtra",0.0003812848383121176,0.022222222222222223,5,5,1
CIN000008,1466,5.0,211198.0,42239.6,3.0,0.0,0.0,5.0,8.0,1519451.0,189931.375,7.0,2.0,2.0,8.0,13.0,1730649.0,116085.4875,10.0,2.0,2.0,13.0,5.778179168624025e-06,Company_8,Tamil Nadu,"34, Tamil Nadu",0.0007493126146241895,0.0,8,5,1
CIN000750,1467,3.0,1573567.0,524522.3333333334,3.0,2.0,2.0,3.0,4.0,2709334.0,677333.5,3.0,2.0,2.0,4.0,7.0,4282901.0,600927.9166666667,6.0,4.0,4.0,7.0,1.4009196103295407e-06,Company_750,Karnataka,"262, Delhi",0.00041726576187098427,0.0,4,3,1
CIN001218,1468,4.0,1770263.0,442565.75,2.0,1.0,1.0,4.0,8.0,4677014.0,584626.75,7.0,3.0,3.0,8.0,12.0,6447277.0,513596.25,9.0,4.0,4.0,12.0,1.3959381611802936e-06,Company_1218,Maharashtra,"299, Tamil Nadu",0.0009188502387573674,0.015151515151515152,8,4,1
CIN000999,1469,5.0,1938878.0,387775.6,5.0,1.0,1.0,5.0,4.0,215227.0,53806.75,4.0,0.0,0.0,4.0,9.0,2154105.0,220791.175,9.0,1.0,1.0,9.0,4.178069314169922e-06,Company_999,West Bengal,"78, West Bengal",0.0004564169203526454,0.0,4,5,1
CIN000133,1470,4.0,264494.0,66123.5,4.0,0.0,0.0,4.0,8.0,2405957.0,300744.625,6.0,2.0,2.0,8.0,12.0,2670451.0,183434.0625,10.0,2.0,2.0,12.0,3.7446858227318156e-06,Company_133,Tamil Nadu,"697, Tamil Nadu",0.0005528422842029516,0.0,8,4,1
CIN000074,1471,3.0,145499.0,48499.666666666664,1.0,0.0,0.0,3.0,5.0,4079453.0,815890.6,4.0,3.0,3.0,5.0,8.0,4224952.0,432195.1333333333,5.0,3.0,3.0,8.0,1.1834453977228617e-06,Company_74,Tamil Nadu,"898, Tamil Nadu",0.0004894702497526606,0.0,5,3,1
CIN001369,1472,5.0,202268.0,40453.6,5.0,0.0,0.0,5.0,2.0,133886.0,66943.0,1.0,0.0,0.0,2.0,7.0,336154.0,53698.3,6.0,0.0,0.0,7.0,1.7848962082854883e-05,Company_1369,Gujarat,"377, Tamil Nadu",0.00018775505222268265,0.0,2,5,0
CIN000748,1473,3.0,40007.0,13335.666666666666,2.0,0.0,0.0,3.0,3.0,107688.0,35896.0,2.0,0.0,0.0,3.0,6.0,147695.0,24615.833333333332,4.0,0.0,0.0,6.0,2.7082839635735806e-05,Company_748,Gujarat,"423, West Bengal",0.0002583626343751375,0.0,3,3,0
CIN000554,1474,5.0,2139505.0,427901.0,4.0,3.0,3.0,5.0,6.0,2202614.0,367102.3333333333,5.0,1.0,1.0,6.0,11.0,4342119.0,397501.6666666666,9.0,4.0,4.0,11.0,2.072720715392646e-06,Company_554,Uttar Pradesh,"588, Karnataka",0.0006332543056021953,0.01818181818181818,6,5,1
CIN001144,1475,3.0,152943.0,50981.0,1.0,0.0,0.0,3.0,8.0,2339887.0,292485.875,6.0,1.0,1.0,8.0,11.0,2492830.0,171733.4375,7.0,1.0,1.0,11.0,2.808053497430631e-06,Company_1144,West Bengal,"651, Gujarat",0.0009329658174934743,0.0,8,3,1
CIN000667,1476,5.0,1946693.0,389338.6,4.0,1.0,1.0,4.0,7.0,3707066.0,529580.8571428572,5.0,2.0,2.0,7.0,12.0,5653759.0,459459.72857142857,9.0,3.0,3.0,11.0,1.5918612731812587e-06,Company_667,Delhi,"460, Delhi",0.0006599662927761192,0.01818181818181818,7,4,1
CIN001235,1477,6.0,1489025.0,248170.83333333334,5.0,1.0,1.0,6.0,7.0,1425492.0,203641.7142857143,6.0,1.0,1.0,7.0,13.0,2914517.0,225906.27380952382,11.0,2.0,2.0,13.0,3.774210272233787e-06,Company_1235,Karnataka,"582, Delhi",0.0006262228720844078,0.01282051282051282,7,6,1
CIN000452,1478,5.0,1323488.0,264697.6,4.0,1.0,1.0,5.0,1.0,24868.0,24868.0,0.0,0.0,0.0,1.0,6.0,1348356.0,144782.8,4.0,1.0,1.0,6.0,2.966575592795968e-06,Company_452,West Bengal,"897, West Bengal",0.00014456032256462883,0.0,1,5,1
CIN001977,1479,4.0,232379.0,58094.75,4.0,0.0,0.0,4.0,1.0,711116.0,711116.0,1.0,1.0,1.0,1.0,5.0,943495.0,384605.375,5.0,1.0,1.0,5.0,5.299445148092994e-06,Company_1977,Karnataka,"148, West Bengal",0.00011734177388863006,0.0,1,4,1
CIN000399,1480,8.0,2648643.0,331080.375,6.0,2.0,2.0,8.0,9.0,3244011.0,360445.6666666667,7.0,2.0,2.0,9.0,17.0,5892654.0,345763.0208333334,13.0,4.0,4.0,17.0,2.20613665760793e-06,Company_399,Karnataka,"772, Maharashtra",0.0006834170726423443,0.0,9,8,1
CIN001345,1481,3.0,762786.0,254262.0,3.0,1.0,1.0,3.0,13.0,1863728.0,143363.6923076923,8.0,1.0,1.0,13.0,16.0,2626514.0,198812.84615384616,11.0,2.0,2.0,16.0,4.188060676623083e-06,Company_1345,Tamil Nadu,"969, Maharashtra",0.0009211148028972267,0.008333333333333333,13,3,1
CIN000364,1482,7.0,3398261.0,485465.85714285716,4.0,2.0,2.0,7.0,6.0,1329326.0,221554.33333333334,5.0,1.0,1.0,6.0,13.0,4727587.0,353510.09523809527,9.0,3.0,3.0,13.0,1.9037195931032047e-06,Company_364,Uttar Pradesh,"508, West Bengal",0.0005933220599968953,0.0,6,7,1
CIN000176,1483,4.0,1920748.0,480187.0,4.0,1.0,1.0,4.0,6.0,1545295.0,257549.16666666666,6.0,1.0,1.0,6.0,10.0,3466043.0,368868.0833333333,10.0,2.0,2.0,10.0,2.885134431396264e-06,Company_176,West Bengal,"300, Gujarat",0.00040605747111402684,0.0,6,4,1
CIN000559,1484,3.0,1068917.0,356305.6666666667,2.0,1.0,1.0,3.0,10.0,3405784.0,340578.4,8.0,2.0,2.0,10.0,13.0,4474701.0,348442.0333333333,10.0,3.0,3.0,13.0,2.2347861901834333e-06,Company_559,Maharashtra,"263, Karnataka",0.0007348111558570278,0.0,10,3,1
