company_id,name,GSTIN,PAN,registration_date,address,city,state,industry,avg_monthly_turnover,total_invoices_sent,total_invoices_received,total_amount_sent,total_amount_received,unique_buyers,unique_sellers,avg_invoice_amount_sent,avg_invoice_amount_received,days_since_registration,invoices_per_month,amount_variance,circular_trading_score,self_invoicing_count,late_filing_count,gst_compliance_rate,turnover_vs_industry_avg,buyer_concentration,seller_concentration,weekend_transaction_ratio,round_amount_ratio,is_fraud
D01C0738,Company_0738,428X7OVWFS4UYFQ,SOYUR7411B,2024-01-07,318 Street 16,Chennai,Tamil Nadu,Agriculture,31254401.45,307,414,3314697.63,8228787.01,71,55,10797.06,19876.3,771,44.97,1.066,0.5785,6,12,0.905,1.128,0.035,0.821,0.108,0.263,1
D01C0739,Company_0739,PP9J8SBMDMBUX11,ITWYC9967H,2022-11-01,951 Street 8,Chennai,Tamil Nadu,Logistics,41915100.31,424,429,7465654.13,6307798.16,14,10,17607.67,14703.49,862,29.8,0.902,0.8102,9,3,0.851,0.53,0.49,0.15,0.045,0.148,0
D01C0740,Company_0740,2XA3TQXJD8VUIHQ,AIBKA9129R,2022-09-21,938 Street 3,Pune,Maharashtra,Manufacturing,495850.52,369,48,9430939.45,4251164.85,41,69,25558.1,88565.93,525,43.22,0.204,0.0114,9,13,0.916,1.988,0.459,0.61,0.282,0.077,0
D01C0741,Company_0741,QMBP8DL5N09B72D,JLDJX5862U,2020-05-02,211 Street 21,Chennai,Tamil Nadu,Retail,49468068.8,416,59,8037188.87,356448.17,64,8,19320.17,6041.49,293,2.43,1.509,0.198,6,11,0.747,1.452,0.365,0.171,0.014,0.465,0
D01C0742,Company_0742,G4WSHCPY73Q9XB4,RGBKU4351J,2022-05-26,616 Street 33,Delhi,Delhi,Manufacturing,3977957.06,191,219,2446220.79,5974783.85,76,88,12807.44,27282.12,1442,17.32,1.637,0.925,2,6,0.939,0.705,0.917,0.579,0.259,0.433,0
D01C0743,Company_0743,20C2QKUKJRSKSXL,YVYOH7343Y,2023-12-03,879 Street 39,Mumbai,Maharashtra,Finance,16174262.73,368,196,2367508.91,5659447.52,50,81,6433.45,28874.73,809,25.55,1.122,0.2426,5,13,0.8,0.907,0.085,0.051,0.046,0.169,0
D01C0744,Company_0744,0WCABEQ25D6FXMI,DXLQA4072I,2023-02-19,142 Street 2,Chennai,Tamil Nadu,Manufacturing,47313004.53,371,150,1943851.11,6028039.81,38,54,5239.49,40186.93,1002,11.64,1.543,0.5396,1,10,0.985,1.584,0.231,0.635,0.249,0.241,1
D01C0745,Company_0745,YOPC8EF9JP3U3US,OZCKE9725C,2022-02-06,480 Street 15,Hyderabad,Telangana,Finance,546061.21,106,85,8830850.47,3262392.01,96,83,83309.91,38381.08,936,21.71,0.178,0.726,3,12,0.896,1.873,0.903,0.462,0.164,0.349,0
D01C0746,Company_0746,NQGN6K4XQZMYN8E,WVSAC2631S,2023-09-17,920 Street 48,Bangalore,Karnataka,Retail,41154227.27,357,191,2416664.09,5571075.67,82,68,6769.37,29167.94,474,2.45,0.446,0.1009,4,15,0.998,1.103,0.534,0.85,0.098,0.26,0
D01C0747,Company_0747,YA70803X96UQ77J,RMIKD0318B,2020-09-24,754 Street 43,Kolkata,West Bengal,Manufacturing,43074460.75,357,34,7593897.2,1757980.23,38,24,21271.42,51705.3,401,29.77,1.177,0.5727,0,18,0.732,0.959,0.484,0.693,0.198,0.248,0
D01C0748,Company_0748,J1PJRDGIXECSE4F,OMLIT3145U,2020-12-08,147 Street 47,Delhi,Delhi,Agriculture,22047557.63,92,233,2647444.83,6516101.29,78,78,28776.57,27966.1,211,46.56,1.28,0.2127,6,15,0.707,0.975,0.505,0.634,0.121,0.459,1
D01C0749,Company_0749,53EY32HQVRU15IQ,VWCBA0560H,2023-02-18,987 Street 17,Mumbai,Maharashtra,Agriculture,12861685.17,491,32,379164.34,763151.06,89,95,772.23,23848.47,1036,4.71,1.586,0.3581,8,0,0.813,1.553,0.622,0.059,0.249,0.141,0
D01C0750,Company_0750,4Y60276CTNO3AVV,ROLGB5680E,2022-03-23,488 Street 3,Mumbai,Maharashtra,Construction,40154207.03,128,119,7347804.62,8757017.48,43,62,57404.72,73588.38,1224,42.25,1.243,0.4438,9,10,0.788,0.801,0.909,0.327,0.058,0.097,0
D01C0751,Company_0751,TYKCH6NIIALHFQK,FFLMJ0877O,2023-10-31,675 Street 40,Chennai,Tamil Nadu,Retail,23945314.02,174,171,7275708.01,2200572.6,75,52,41814.41,12868.85,1481,37.64,1.165,0.7494,2,2,0.917,1.718,0.768,0.561,0.127,0.074,0
D01C0752,Company_0752,4PPWTVDVNQ83BSL,OVFBC0048N,2023-03-20,817 Street 22,Kolkata,West Bengal,Construction,6803496.57,374,418,935143.15,2973753.48,90,72,2500.38,7114.24,596,12.27,1.372,0.914,8,11,0.727,1.107,0.067,0.342,0.066,0.498,0
D01C0753,Company_0753,2L20TH9ZET7GQ1M,IOTTF3172B,2023-09-17,306 Street 34,Delhi,Delhi,Agriculture,46399664.74,272,424,3300677.52,8853132.34,41,70,12134.84,20880.03,391,26.39,0.452,0.9695,5,4,0.984,1.802,0.754,0.494,0.146,0.029,0
D01C0754,Company_0754,SLTWKE93755LLJC,GMPBA8085L,2020-08-22,120 Street 25,Chennai,Tamil Nadu,Agriculture,44808901.35,125,481,9486234.64,8841741.3,99,15,75889.88,18382.0,1398,16.37,0.381,0.3816,0,7,0.795,1.907,0.729,0.895,0.281,0.251,0
D01C0755,Company_0755,SCBONKBKPLSRDIC,NMWJK7613W,2020-10-30,620 Street 17,Kolkata,West Bengal,Agriculture,24628102.99,176,394,1671342.54,8370858.8,17,5,9496.26,21245.83,588,31.17,0.543,0.2518,9,6,0.732,1.211,0.322,0.99,0.15,0.015,0
D01C0756,Company_0756,S2J4EJWZ1J5R51M,XTUKA0793L,2022-08-06,936 Street 37,Delhi,Delhi,Healthcare,42849454.58,250,353,912391.1,3303009.39,47,99,3649.56,9356.97,1440,11.45,1.785,0.271,9,17,0.94,1.413,0.498,0.642,0.052,0.312,0
D01C0757,Company_0757,9MZGRALLYNH8ZQR,RBOAA2271K,2023-08-16,764 Street 32,Kolkata,West Bengal,Agriculture,20987043.49,236,113,5966308.69,9028329.16,73,12,25280.97,79896.72,294,22.36,1.291,0.7646,9,14,0.999,1.837,0.192,0.717,0.251,0.119,0
D01C0758,Company_0758,O6X32SVHHH5BHKG,BDFIA5396K,2021-09-06,492 Street 46,Mumbai,Maharashtra,Retail,34204898.52,169,247,9313349.16,7729432.84,30,61,55108.57,31293.25,1402,39.66,1.349,0.8426,0,7,0.953,1.088,0.354,0.417,0.101,0.283,0
D01C0759,Company_0759,KW5F8YITDV8ZHE0,ZPPDZ0768F,2023-11-30,310 Street 28,Ahmedabad,Gujarat,IT Services,19959732.91,72,173,1381094.16,6597925.66,93,16,19181.86,38138.3,1068,23.86,0.682,0.1647,8,15,0.872,1.918,0.762,0.708,0.222,0.256,0
D01C0760,Company_0760,0DECASCWQVWEUJS,BRCCF8229T,2020-03-03,970 Street 18,Ahmedabad,Gujarat,Retail,25336526.67,387,260,5154472.32,9003040.58,99,55,13319.05,34627.08,366,34.0,0.592,0.0299,0,7,0.798,0.596,0.003,0.933,0.28,0.038,0
D01C0761,Company_0761,LTB8RHUN2NT73VG,HERIB7050I,2020-03-16,999 Street 40,Hyderabad,Telangana,Logistics,9558629.97,313,183,6855792.18,7842158.15,45,20,21903.49,42853.32,1051,44.36,1.234,0.8474,2,12,0.738,0.984,0.145,0.692,0.122,0.248,1
D01C0762,Company_0762,TSKAKSEPIHLFUX6,MDCZQ6613V,2021-09-10,376 Street 1,Mumbai,Maharashtra,Finance,48252947.31,456,457,1759706.11,4276257.62,86,36,3859.0,9357.24,589,46.97,0.508,0.1597,6,14,0.869,1.148,0.311,0.581,0.104,0.461,0
D01C0763,Company_0763,PQXPS7M2YOVSIT7,CZUWT5413A,2021-12-17,247 Street 26,Kolkata,West Bengal,Agriculture,14781362.84,44,274,162035.94,3276339.48,91,66,3682.64,11957.44,1232,49.25,1.877,0.9452,0,19,0.92,0.901,0.656,0.377,0.095,0.084,0
D01C0764,Company_0764,TD8AU1VWTM721T1,LNUUB1952E,2023-10-18,594 Street 10,Bangalore,Karnataka,Retail,5262631.85,337,179,8882447.15,3969087.47,62,60,26357.41,22173.67,426,44.29,1.627,0.9675,9,18,0.88,1.061,0.604,0.64,0.073,0.088,0
D01C0765,Company_0765,DEYMYSK617X98Y3,FXUQN9148F,2023-10-14,793 Street 10,Kolkata,West Bengal,Logistics,7301338.47,52,244,400551.14,661050.93,61,17,7702.91,2709.23,578,12.94,0.248,0.5782,3,8,0.808,0.671,0.266,0.704,0.004,0.343,0
D01C0766,Company_0766,IA1WZPWM7NLDGN5,COWUK8699W,2021-06-03,849 Street 30,Delhi,Delhi,Finance,803205.48,414,152,2611709.92,3666137.39,86,86,6308.48,24119.32,1486,21.01,0.432,0.486,6,10,0.969,1.229,0.148,0.159,0.069,0.186,0
D01C0767,Company_0767,PK19NIEC5J1949G,QDETS0380V,2020-12-13,613 Street 15,Bangalore,Karnataka,Finance,35825690.4,379,245,6534256.12,3562784.67,58,66,17240.78,14541.98,752,19.37,1.026,0.3539,4,12,0.886,0.639,0.86,0.679,0.23,0.108,0
D01C0768,Company_0768,GWQ2SWCO4EYA8WN,HDCOH1897Z,2022-02-04,256 Street 18,Pune,Maharashtra,Healthcare,28268466.18,100,498,2893540.19,8662963.65,7,52,28935.4,17395.51,1243,8.46,0.612,0.6594,3,12,0.909,0.668,0.823,0.074,0.083,0.136,0
D01C0769,Company_0769,OETWC135M5GC1CE,NRRFR4864V,2024-02-07,597 Street 5,Ahmedabad,Gujarat,Manufacturing,39749459.72,188,72,146590.59,8892565.49,17,76,779.74,123507.85,200,4.45,0.651,0.3844,0,14,0.703,0.501,0.766,0.127,0.071,0.376,0
D01C0770,Company_0770,WFHE1TOOYPV9X9F,FTDXR2035R,2023-07-09,319 Street 8,Ahmedabad,Gujarat,IT Services,25403288.17,288,404,5775745.75,9632368.26,10,40,20054.67,23842.5,425,15.49,1.927,0.4349,9,19,0.905,1.657,0.403,0.473,0.167,0.477,0
D01C0771,Company_0771,0E6W8N10SGJIZR6,UBIMV3691J,2022-10-06,638 Street 30,Pune,Maharashtra,Retail,39611869.87,12,423,3112533.17,3315582.51,33,41,259377.76,7838.26,630,43.14,0.75,0.6133,7,18,0.962,1.486,0.115,0.304,0.092,0.494,0
D01C0772,Company_0772,FFVJQF9K3DUYFW5,POIEF7356W,2023-08-13,713 Street 41,Bangalore,Karnataka,Finance,34818634.29,457,168,1557564.92,6948535.55,26,69,3408.24,41360.33,146,2.91,1.688,0.0346,8,14,0.889,1.086,0.631,0.023,0.11,0.043,0
D01C0773,Company_0773,6K2K0RMQB0BXEKE,CMAQQ5835I,2020-04-27,526 Street 35,Chennai,Tamil Nadu,Agriculture,38914639.0,371,175,9714268.95,6349009.37,51,28,26184.01,36280.05,242,11.56,0.755,0.2188,5,16,0.744,1.417,0.106,0.216,0.266,0.327,0
D01C0774,Company_0774,PY8R18YUQ8ZIW30,PLNSD1022C,2020-07-29,477 Street 47,Ahmedabad,Gujarat,Manufacturing,20383495.16,138,107,1691474.07,2462315.27,94,97,12257.06,23012.29,847,17.98,1.471,0.0202,6,0,0.751,0.823,0.223,0.214,0.281,0.071,0
D01C0775,Company_0775,JE31QXYPPZ6J5YE,IMZSX3673V,2021-03-28,404 Street 18,Delhi,Delhi,Healthcare,32423754.6,102,119,7285992.64,8706376.88,98,5,71431.3,73162.83,150,32.76,0.45,0.7631,7,15,0.738,1.918,0.818,0.161,0.225,0.06,0
D01C0776,Company_0776,9RFNLIFFONT94O3,USELI9664X,2022-10-15,902 Street 39,Kolkata,West Bengal,IT Services,9071735.45,369,305,8912705.71,2180314.06,27,70,24153.67,7148.57,1243,28.6,1.403,0.3899,7,3,0.863,0.502,0.045,0.798,0.152,0.306,0
D01C0777,Company_0777,886FNAVEIN0A6K0,BKCVM2009U,2022-01-12,901 Street 33,Bangalore,Karnataka,Agriculture,16158816.17,271,148,8594215.4,7489754.33,55,94,31712.97,50606.45,548,40.01,1.191,0.4227,3,8,0.748,0.87,0.043,0.713,0.283,0.138,0
D01C0778,Company_0778,VEG2REQ46X0RCV0,ZLVLP4933M,2021-04-22,853 Street 18,Mumbai,Maharashtra,Healthcare,8712970.54,210,77,1883357.82,1489406.16,19,79,8968.37,19342.94,257,34.66,1.483,0.5497,2,6,0.711,0.972,0.222,0.523,0.118,0.401,0
D01C0779,Company_0779,80T4NHR3RM5AY9Z,USGGO3033F,2023-12-10,49 Street 5,Ahmedabad,Gujarat,Construction,20490997.53,446,64,2406244.91,1112855.58,86,82,5395.17,17388.37,352,44.59,0.93,0.3885,4,8,0.765,1.95,0.437,0.201,0.096,0.107,0
D01C0780,Company_0780,WY7K2OTK9S1ECN4,ZBQOO2219H,2021-10-10,307 Street 30,Pune,Maharashtra,Construction,12146795.52,19,87,232708.23,7217205.99,73,93,12247.8,82956.39,547,24.86,1.903,0.8106,6,16,0.86,1.046,0.49,0.22,0.017,0.478,0
D01C0781,Company_0781,0DBVYNJ1S0VGN4T,YDMWD9834M,2022-05-30,147 Street 48,Pune,Maharashtra,Manufacturing,20405407.51,360,132,9317484.4,5286865.25,86,92,25881.9,40052.01,747,27.26,1.981,0.4359,3,16,0.886,1.8,0.663,0.795,0.02,0.282,0
D01C0782,Company_0782,E3EE9B0FTDL30PV,UMRKS8159B,2023-06-30,928 Street 32,Bangalore,Karnataka,Construction,48763594.89,363,183,8876855.71,4457012.52,26,53,24454.15,24355.26,356,42.04,0.819,0.5802,9,8,0.964,0.836,0.369,0.652,0.284,0.349,0
D01C0783,Company_0783,RBRLWJQMXLSUM7Q,SLULX9935Q,2020-08-07,982 Street 49,Chennai,Tamil Nadu,Manufacturing,16083934.36,21,211,5974888.38,7792896.65,8,9,284518.49,36933.16,757,1.28,1.536,0.9712,4,2,0.958,1.886,0.819,0.595,0.27,0.223,0
D01C0784,Company_0784,JM0FZU9RE30TVSG,LBTWE1018J,2023-11-26,269 Street 22,Mumbai,Maharashtra,IT Services,49126298.15,108,462,1138208.17,3619496.36,94,61,10538.96,7834.41,1169,12.89,1.874,0.9921,2,19,0.817,1.29,0.438,0.074,0.298,0.469,0
D01C0785,Company_0785,KSY3PPM1K67KSYC,RXTQS4010S,2021-09-27,13 Street 1,Kolkata,West Bengal,Agriculture,31851675.68,306,118,1776749.34,8540828.51,77,8,5806.37,72379.9,1440,11.85,1.644,0.2029,5,12,0.999,1.96,0.819,0.808,0.231,0.455,0
D01C0786,Company_0786,43SRMRFFQSEXEVB,VFEGS4855K,2023-03-21,637 Street 20,Bangalore,Karnataka,Healthcare,18817041.82,485,133,5790755.69,9623616.35,55,78,11939.7,72358.02,1262,28.52,0.954,0.4445,4,17,1.0,1.85,0.294,0.004,0.106,0.322,0
D01C0787,Company_0787,6Z5AUVBTGH0XXNF,RIRKL4994H,2023-05-11,881 Street 29,Pune,Maharashtra,IT Services,42888476.5,342,242,2553986.89,9792298.66,56,77,7467.8,40464.04,1485,36.16,0.104,0.4747,7,6,0.949,1.451,0.61,0.378,0.253,0.15,0
D01C0788,Company_0788,IPQ45BLHFYUEVON,EIVOA3584S,2023-07-02,164 Street 36,Pune,Maharashtra,Retail,31017378.29,97,161,3036709.74,2812398.62,24,76,31306.29,17468.31,792,13.37,1.899,0.2976,2,5,0.961,1.708,0.197,0.896,0.28,0.375,0
D01C0789,Company_0789,51E64N6J4TL6EYY,ROALY3782B,2023-12-14,242 Street 10,Bangalore,Karnataka,Finance,12676450.7,199,91,1751324.12,4179320.01,57,18,8800.62,45926.59,737,25.8,0.764,0.2835,9,0,0.831,1.567,0.671,0.23,0.286,0.028,0
D01C0790,Company_0790,QEIOH6EX6SAHDKV,HSWDP8193M,2021-08-06,647 Street 31,Bangalore,Karnataka,Manufacturing,39663498.33,370,330,1936437.6,7263848.35,24,80,5233.62,22011.66,1136,37.22,0.17,0.8396,0,10,0.733,0.621,0.482,0.331,0.055,0.371,0
D01C0791,Company_0791,X4T64Q1VTVOSFT5,QAQBT9356H,2023-01-17,858 Street 28,Delhi,Delhi,IT Services,21703631.59,140,369,4661040.49,8953916.04,64,67,33293.15,24265.36,1037,36.39,0.564,0.9621,5,1,0.835,1.164,0.255,0.567,0.084,0.027,0
D01C0792,Company_0792,LX1L083O65SR04I,ETGAM8220V,2023-07-23,973 Street 3,Chennai,Tamil Nadu,Manufacturing,17939807.25,416,347,5123246.03,7127545.55,28,47,12315.5,20540.48,332,23.95,1.93,0.2107,7,7,0.915,0.744,0.469,0.23,0.024,0.181,0
D01C0793,Company_0793,HAGPJ180YWUGJAR,ASTHR6690V,2022-09-11,597 Street 31,Kolkata,West Bengal,Healthcare,16580819.13,348,91,5140219.9,7593416.21,63,85,14770.75,83444.13,635,35.6,0.981,0.8917,3,17,0.85,1.81,0.055,0.54,0.244,0.298,1
D01C0794,Company_0794,KJY0MJZIH92J1YH,WWNLR0246E,2023-09-27,167 Street 12,Hyderabad,Telangana,Agriculture,34898706.89,231,42,9971531.05,8839866.34,81,36,43166.8,210473.01,1450,28.39,0.336,0.392,1,0,0.802,1.301,0.96,0.508,0.19,0.335,0
D01C0795,Company_0795,91LR267PJTGUGX6,EDCOL4565K,2020-12-03,925 Street 49,Mumbai,Maharashtra,IT Services,13505641.18,243,487,1339478.38,3701134.97,40,51,5512.26,7599.87,669,4.84,1.368,0.6514,8,8,0.92,1.004,0.078,0.827,0.081,0.028,0
D01C0796,Company_0796,GCH98M6IYANUBSS,WRCPF6308L,2020-10-14,583 Street 19,Chennai,Tamil Nadu,IT Services,40433072.88,236,408,7573890.39,5448322.17,77,75,32092.76,13353.73,891,47.69,0.126,0.2839,6,8,0.836,1.022,0.751,0.766,0.09,0.154,0
D01C0797,Company_0797,53IXDFZODMAWCL0,FKNSL9835B,2021-04-25,94 Street 47,Hyderabad,Telangana,Healthcare,14834910.84,313,40,7947879.63,5370961.26,75,34,25392.59,134274.03,726,48.81,1.618,0.9411,0,17,0.962,1.147,0.082,0.895,0.264,0.266,0
D01C0798,Company_0798,UJ26FNGNETRX0O0,TWYWN0100O,2023-02-21,814 Street 44,Kolkata,West Bengal,Agriculture,27251657.04,39,432,5869581.86,6493446.67,35,22,150502.1,15031.13,666,8.94,1.116,0.7868,1,11,0.922,1.454,0.53,0.453,0.258,0.107,0
D01C0799,Company_0799,2JQMY1NVA2IXK3Z,VBQRB6114Z,2020-03-26,779 Street 28,Hyderabad,Telangana,Manufacturing,24447282.44,132,132,4654244.89,8957079.6,85,52,35259.43,67856.66,357,21.47,1.715,0.1928,8,3,0.917,0.717,0.397,0.851,0.088,0.317,0
D01C0800,Company_0800,AABPCFTDY057XED,HBVRR0721J,2020-04-09,20 Street 34,Ahmedabad,Gujarat,Finance,42782284.99,361,362,8939595.04,6028233.39,94,42,24763.42,16652.58,1302,31.36,0.535,0.615,1,10,0.816,1.174,0.925,0.924,0.178,0.095,0
D01C0801,Company_0801,FS7AR7Z6MFABRUV,USEDL0074T,2023-10-10,139 Street 37,Hyderabad,Telangana,Finance,44430483.08,492,225,8290393.18,9700888.45,56,17,16850.39,43115.06,1070,28.84,0.271,0.9688,9,6,0.811,1.351,0.071,0.895,0.022,0.043,0
D01C0802,Company_0802,R651MXMSAR3652T,CBWZA2422F,2023-12-06,375 Street 37,Bangalore,Karnataka,Logistics,9300783.67,90,387,550394.81,7334748.77,67,66,6115.5,18952.84,1260,19.36,1.416,0.2846,7,2,0.765,1.207,0.165,0.705,0.158,0.323,1
D01C0803,Company_0803,3T9LKN99F7V4VOH,QBSSB3585U,2021-07-21,964 Street 31,Pune,Maharashtra,Construction,29308888.1,385,113,9631688.34,4182150.34,54,65,25017.37,37010.18,164,45.27,1.648,0.3615,5,11,0.839,1.802,0.782,0.923,0.211,0.055,0
D01C0804,Company_0804,2M0WP4QLTJSHQI9,GJZLI7844S,2022-08-01,615 Street 43,Hyderabad,Telangana,Healthcare,44920431.8,137,394,123031.92,5832327.68,48,37,898.04,14802.86,1193,34.18,1.3,0.2036,8,0,0.925,0.969,0.245,0.493,0.142,0.199,0
D01C0805,Company_0805,QPK7KCHJ69QLOSA,YMUNV4331X,2023-03-27,670 Street 14,Hyderabad,Telangana,Retail,22361249.23,379,175,5752665.44,9227091.79,17,62,15178.54,52726.24,1327,6.52,1.568,0.6388,4,12,0.965,0.822,0.751,0.238,0.277,0.474,1
D01C0806,Company_0806,GACX0VDJWLDWFND,DHAWV7492A,2020-11-15,323 Street 1,Bangalore,Karnataka,IT Services,46101228.44,393,204,5745686.63,6204078.82,55,37,14620.07,30412.15,1108,33.81,1.299,0.8928,1,1,0.939,1.701,0.53,0.255,0.132,0.205,1
D01C0807,Company_0807,7VW8X8V48I57EEF,JRCDX0591B,2021-09-08,843 Street 16,Bangalore,Karnataka,Finance,14021645.43,139,498,8352077.66,7113789.6,37,90,60086.89,14284.72,452,11.68,1.792,0.3417,6,0,0.859,1.005,0.35,0.089,0.207,0.14,0
D01C0808,Company_0808,ROM3DZAZ2JG72RA,RGFTU3420T,2023-11-30,212 Street 18,Chennai,Tamil Nadu,Retail,30480675.59,341,180,3877924.88,6629855.72,39,27,11372.21,36832.53,1466,5.22,1.986,0.1244,3,13,0.966,0.75,0.85,0.475,0.126,0.042,0
D01C0809,Company_0809,FO0K7XC9K510L7F,BZWEZ1401Y,2022-01-23,235 Street 6,Hyderabad,Telangana,Agriculture,34154440.12,11,71,955856.65,3394657.07,59,14,86896.06,47812.07,512,18.64,0.43,0.3477,2,10,0.88,1.218,0.32,0.376,0.237,0.367,0
D01C0810,Company_0810,Y96GF33M3W8Y4U1,SYLOE7765Q,2021-10-20,166 Street 11,Pune,Maharashtra,Manufacturing,11487466.09,190,284,5837788.33,2073181.81,88,48,30725.2,7299.94,673,3.43,1.144,0.6267,8,7,0.747,0.667,0.991,0.124,0.065,0.453,0
D01C0811,Company_0811,N6L3NB5TJTCMIWZ,HBTND7300T,2021-07-27,615 Street 14,Mumbai,Maharashtra,Finance,786998.88,486,394,297216.31,4107738.98,95,74,611.56,10425.73,590,8.18,0.328,0.7348,0,11,0.846,1.23,0.386,0.915,0.117,0.038,0
D01C0812,Company_0812,WTIR5NZ6IUOXBAJ,UWMNJ5495F,2020-06-10,282 Street 29,Delhi,Delhi,Manufacturing,20894525.72,123,183,3649867.82,1550159.57,50,43,29673.72,8470.82,1025,23.2,1.558,0.6065,1,4,0.966,1.492,0.186,0.642,0.213,0.251,0
D01C0813,Company_0813,3MO5SQ4WZY2DWVN,LDNYI2695Z,2020-08-12,225 Street 41,Kolkata,West Bengal,Retail,46930246.4,330,92,9853902.18,8272018.8,50,9,29860.31,89913.25,1308,49.18,0.533,0.0762,4,2,0.986,1.139,0.52,0.037,0.127,0.225,1
D01C0814,Company_0814,DKMZA5AAUUCTYI0,XCEQB5358N,2022-12-06,550 Street 21,Mumbai,Maharashtra,Agriculture,17217102.68,213,488,8694349.75,7119083.1,13,42,40818.54,14588.29,851,42.25,0.311,0.9398,5,3,0.808,1.214,0.453,0.268,0.266,0.076,0
D01C0815,Company_0815,WBTSZV80AOOY2B2,TMZYK3393Z,2022-02-24,832 Street 34,Chennai,Tamil Nadu,IT Services,39009240.34,495,465,1567342.58,4040509.08,57,78,3166.35,8689.27,441,1.65,1.941,0.1894,8,3,0.775,0.569,0.396,0.574,0.069,0.068,1
D01C0816,Company_0816,Y7PVHPAEXURDA6D,UUPMS1475Z,2022-10-18,786 Street 34,Hyderabad,Telangana,Healthcare,8819342.01,216,336,7998319.59,1755257.83,83,10,37029.26,5223.98,1114,43.58,0.95,0.5741,9,7,0.951,1.04,0.906,0.351,0.205,0.214,0
D01C0817,Company_0817,BFUT33DNWTZKMOZ,NIHYO8724K,2023-01-03,909 Street 19,Kolkata,West Bengal,Construction,17163446.53,373,490,8119419.35,8764203.43,94,38,21767.88,17886.13,1442,14.89,1.677,0.9068,0,5,0.758,0.668,0.186,0.427,0.209,0.341,0
D01C0818,Company_0818,U359C1KNII6I0NQ,SWZAX3285I,2021-06-13,649 Street 25,Hyderabad,Telangana,Healthcare,7315426.27,200,251,9285661.83,6408685.87,26,79,46428.31,25532.61,1220,10.68,0.149,0.9734,6,11,0.996,1.212,0.594,0.923,0.127,0.414,0
D01C0819,Company_0819,RHC71TAHB9XI310,AQWLE0338R,2022-08-05,802 Street 37,Chennai,Tamil Nadu,Manufacturing,35866863.63,86,319,2282623.45,9966198.06,68,22,26542.13,31242.0,1097,16.17,0.272,0.8578,7,8,0.803,0.661,0.218,0.675,0.193,0.361,0
D01C0820,Company_0820,8KHB7UMRZDBO0HN,INGDY8811K,2021-03-27,912 Street 4,Mumbai,Maharashtra,Construction,34995450.42,58,385,5014726.37,1055924.0,36,13,86460.8,2742.66,1407,26.93,1.649,0.1291,3,4,0.714,1.163,0.915,0.155,0.052,0.34,0
D01C0821,Company_0821,TQEHCDU4BZ4D8GK,VBJSA6363T,2021-01-11,549 Street 22,Ahmedabad,Gujarat,Construction,34456016.17,46,394,8283068.71,2486241.17,10,20,180066.71,6310.26,223,24.65,1.828,0.907,7,15,0.729,0.685,0.888,0.614,0.28,0.124,1
D01C0822,Company_0822,ZHUYY6JGLNE10GG,FHQOS2961T,2023-11-21,540 Street 49,Bangalore,Karnataka,Healthcare,12744462.12,59,436,6689971.16,882366.59,76,34,113389.34,2023.78,813,31.86,0.23,0.3275,2,4,0.953,1.376,0.384,0.199,0.053,0.127,0
D01C0823,Company_0823,KSYZNQZ749ZWY53,BPFCB9488Q,2023-03-14,388 Street 18,Mumbai,Maharashtra,Retail,34648770.07,280,306,5959664.63,7460180.67,12,57,21284.52,24379.68,1269,9.17,1.336,0.5824,3,16,0.84,0.501,0.123,0.605,0.13,0.349,0
D01C0824,Company_0824,LAWOFTM1A4VOX2A,FNNJY7515V,2021-01-19,451 Street 17,Mumbai,Maharashtra,Agriculture,11442147.29,83,495,6537159.42,1637774.33,43,21,78760.96,3308.64,1337,19.34,1.151,0.1405,2,18,0.917,1.911,0.417,0.436,0.006,0.4,0
D01C0825,Company_0825,8DDGO9JYJG4W3SF,LWLDU5474Z,2021-07-20,583 Street 17,Pune,Maharashtra,Finance,21289990.88,415,305,2423234.33,8822512.36,13,40,5839.12,28926.27,185,29.54,0.492,0.5127,0,10,0.705,1.792,0.67,0.934,0.236,0.012,0
D01C0826,Company_0826,RMXCCXNKKHCWERJ,ZPYIP5248B,2022-10-18,81 Street 7,Pune,Maharashtra,IT Services,18658913.87,381,290,304123.84,4940221.29,64,70,798.23,17035.25,1113,40.73,0.907,0.4673,7,17,0.748,0.69,0.345,0.712,0.096,0.279,0
D01C0827,Company_0827,K4UWSGKZA4OMNEN,SHMYO4270A,2022-05-12,633 Street 3,Pune,Maharashtra,Retail,17829864.79,426,178,7375759.71,5285384.16,98,25,17313.99,29693.17,960,19.05,0.998,0.0053,8,6,0.848,1.703,0.562,0.361,0.202,0.335,0
D01C0828,Company_0828,Q0JBUHQTI4U8653,UVODF1135L,2021-09-08,801 Street 18,Kolkata,West Bengal,IT Services,2976974.88,81,486,3301578.66,473076.87,76,43,40760.23,973.41,928,42.13,0.122,0.2862,9,12,0.974,0.711,0.685,0.25,0.09,0.101,0
D01C0829,Company_0829,5EFBS331SWVH35D,LMPMN2956I,2021-02-15,454 Street 28,Hyderabad,Telangana,Construction,31619166.68,394,82,3798731.02,6159833.68,98,95,9641.45,75119.92,898,21.42,1.135,0.1434,2,3,0.904,1.203,0.505,0.094,0.122,0.423,0
